DocID,Specialty,YearsPractice,PrescriptionFreq,CriteriaScore,PreferBrand,Comment,Comment_missing
c2778721257b3e01,GP,9,Weekly,0.29,No,"J'intègre systématiquement l'evidence-based medicine comme socle de ma pratique. Les recommandations évoluent constamment, il faut rester très informé. Je privilégie les génériques quand c'est médicalement approprié.",0
b114fe4898702cc6,GP,15,Weekly,0.07,Yes,,1
7935e326be250738,GP,9,Weekly,0.37,No,Mon expérience clinique montre que l'efficacité clinique démontrée plutôt que les considérations économiques.,0
17251bab825664de,GP,9,Monthly,0.89,No,J'accorde une grande importance à l'efficacité clinique démontrée plutôt que les considérations économiques.,0
5da727c950388fac,Cardio,8,Weekly,0.23,No,Je suis très attentif à le profil individuel spécifique de chaque patient avant tout.,0
49d045f8a478853b,Pulmono,8,Weekly,0.38,No,Je base toutes mes décisions sur les facteurs de risque spécifiques à chaque patient. Les risques d'interactions augmentent avec les polymédications.,0
35468dd57aad8093,Pulmono,9,Monthly,0.42,No,Ma pratique repose entièrement sur l'efficacité clinique démontrée plutôt que les considérations économiques.,0
9b3b65a7bc03bc72,GP,11,Monthly,0.04,Yes,,1
b29479dae349fca2,GP,10,Weekly,0.46,Yes,Dans mon exercice l'expérience clinique accumulée au fil de nombreuses années.,0
2f7436f1d3f6a1dd,GP,8,Monthly,0.15,No,Je considère d'abord systématiquement les traitements validés avec données solides et robustes disponibles. Les patients demandent de plus en plus souvent des alternatives moins chères. Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
cd989f27acf849a0,Pulmono,13,Weekly,0.36,No,,1
5e5e377bacafba5b,GP,15,Weekly,0.42,Yes,Mon raisonnement clinique privilégie l'expérience clinique accumulée au fil de nombreuses années. Le coût reste malheureusement un frein majeur pour certains patients.,0
e3911179e36ec37b,Cardio,13,Weekly,0.33,No,Ma priorité reste avant tout les retours d'expérience de mes patients au fil du temps. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
978deacd8f440c51,GP,6,Weekly,0.13,No,Je considère d'abord systématiquement les données de vie réelle importantes pour ma pratique quotidienne. L'impact sur la qualité de vie globale compte énormément. La coordination avec la médecine de ville est essentielle.,0
86e6394bda1c7ce1,Cardio,6,Monthly,0.68,No,J'accorde une grande importance à la simplicité du schéma thérapeutique pour améliorer l'observance. Le suivi régulier rapproché permet d'ajuster efficacement le traitement.,0
1f355930beb5b655,GP,11,Monthly,0.5,Yes,J'accorde une grande importance à l'evidence-based medicine comme socle de ma pratique. La compliance est souvent problématique avec les schémas complexes.,0
c98ac7271f97863b,GP,9,Weekly,0.83,No,Je me concentre essentiellement sur la tolérance du traitement autant que son efficacité thérapeutique. La compliance est souvent problématique avec les schémas complexes.,0
f3d73edf8f095605,GP,5,Monthly,0.57,No,Mon expérience clinique montre que l'expérience clinique accumulée au fil de nombreuses années. Je suis très attentif aux retours d'expérience de mes patients. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
0402d8f6dc1a1a34,GP,9,Weekly,0.37,No,Pour ma pratique quotidienne le profil individuel spécifique de chaque patient avant tout. La coordination avec la médecine de ville est essentielle.,0
1f057b8e0cdcf1f8,GP,20,Weekly,0.63,No,Ma priorité reste avant tout les recommandations officielles de la HAS mises à jour systématiquement. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
107770f1dc9bb028,Endocrino,11,Daily,0.29,Yes,Je m'appuie principalement sur les retours d'expérience de mes patients au fil du temps. La coordination avec la médecine de ville est essentielle. Les risques d'interactions augmentent avec les polymédications.,0
e87dbd3be40358cd,GP,7,Monthly,0.91,No,"Pour ma pratique quotidienne la simplicité du schéma thérapeutique pour améliorer l'observance. Les recommandations évoluent constamment, il faut rester très informé. Je collabore étroitement avec d'autres spécialistes si nécessaire.",0
18cd91845bb8d298,GP,8,Weekly,0.47,Yes,Mon expérience clinique montre que le rapport bénéfice-risque qui doit impérativement rester favorable. Le coût reste malheureusement un frein majeur pour certains patients.,0
90afcace4578767a,GP,8,Weekly,0.13,No,Je valorise particulièrement le rapport bénéfice-risque qui doit impérativement rester favorable.,0
9360f63bf81fcd61,Pulmono,6,Weekly,0.61,No,J'intègre systématiquement les comorbidités multiples qui influencent fortement mes choix thérapeutiques.,0
272943394b24c2f0,Endocrino,8,Weekly,0.84,No,Dans mon exercice les guidelines internationales récentes en matière de prescription.,0
518dd15c39fa71d9,Endocrino,8,Monthly,0.21,Yes,Mon approche privilégie clairement l'éducation thérapeutique approfondie du patient car c'est fondamental. Je prends systématiquement le temps d'expliquer le traitement en détail.,0
c8bc0a8768079ca6,GP,10,Weekly,0.45,Yes,Je tiens particulièrement compte de les retours d'expérience de mes patients au fil du temps. La compliance est souvent problématique avec les schémas complexes.,0
ca0ec94f1c4140cb,GP,10,Daily,0.45,No,Mon approche privilégie clairement les retours d'expérience de mes patients au fil du temps.,0
f0179ea77f3a617a,GP,8,Rare,0.74,No,Ma démarche s'appuie sur le profil individuel spécifique de chaque patient avant tout.,0
0cb3fab6b91dbe42,Cardio,9,Daily,0.82,No,Ma pratique repose entièrement sur les traitements validés avec données solides et robustes disponibles.,0
9108eec64088fa1c,Cardio,12,Monthly,0.38,No,Je tiens particulièrement compte de le rapport bénéfice-risque qui doit impérativement rester favorable. Les effets secondaires constituent un critère absolument déterminant.,0
035910bef67fd5bd,Pulmono,22,Weekly,0.3,No,Je tiens particulièrement compte de les traitements validés avec données solides et robustes disponibles.,0
997a080db5811c48,Pulmono,10,Weekly,0.42,No,Ma démarche s'appuie sur les contre-indications absolues que je vérifie systématiquement. Je suis très attentif aux retours d'expérience de mes patients.,0
d7107987399714c8,Cardio,8,Monthly,0.47,No,Ma pratique repose entièrement sur les facteurs de risque spécifiques à chaque patient. Les risques d'interactions augmentent avec les polymédications.,0
e885679cd8c2c5ff,Cardio,11,Daily,0.37,Yes,Dans mon exercice les guidelines internationales récentes en matière de prescription.,0
0c83a6fd7c72da40,GP,15,Monthly,0.6,No,Je privilégie toujours les retours d'expérience de mes patients au fil du temps. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
b305050ef82c19f8,GP,8,Weekly,0.31,No,Pour ma pratique quotidienne les traitements validés avec données solides et robustes disponibles.,0
bc0a9a9c0b8f070d,Onco,9,Weekly,0.35,No,Ma démarche s'appuie sur les interactions médicamenteuses potentielles à surveiller toujours. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
c0603a5c0512c79f,GP,8,Monthly,0.34,No,Je reste particulièrement vigilant quant aux effets indésirables rares.,0
df44a51aa38692fd,Onco,6,Daily,0.09,No,Je privilégie toujours l'evidence-based medicine comme socle de ma pratique. Je privilégie les génériques quand c'est médicalement approprié.,0
d4367ee308f585b2,Cardio,11,Weekly,0.76,No,Mon approche privilégie clairement la tolérance du traitement autant que son efficacité thérapeutique. Je participe très régulièrement à des formations continues obligatoires.,0
8bef446932e13680,Cardio,6,Monthly,0.54,No,Ma démarche s'appuie sur les recommandations officielles de la HAS mises à jour systématiquement. Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
1ba50b3d386d91f7,GP,7,Monthly,0.8,No,Les patients demandent de plus en plus souvent des alternatives moins chères.,0
e92687d5d9b963e1,Endocrino,10,Weekly,0.14,No,Mon raisonnement clinique privilégie l'evidence-based medicine comme socle de ma pratique. Le suivi régulier rapproché permet d'ajuster efficacement le traitement.,0
223d35b729abf83c,Cardio,10,Monthly,0.53,Yes,J'accorde une grande importance à les interactions médicamenteuses potentielles à surveiller toujours. Le coût reste malheureusement un frein majeur pour certains patients.,0
ecf9e20f4db0dfdc,GP,13,Rare,0.11,No,Je prescris en fonction de l'éducation thérapeutique approfondie du patient car c'est fondamental. Le coût reste malheureusement un frein majeur pour certains patients.,0
75044df661bd8b17,GP,12,Weekly,0.52,No,Je me concentre essentiellement sur la balance efficacité-tolérance dans chaque décision thérapeutique. Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
31c709b971dbdd61,GP,13,Weekly,0.21,No,Ma priorité reste avant tout la simplicité du schéma thérapeutique pour améliorer l'observance.,0
ac0af25480ffa107,Cardio,10,Weekly,0.19,No,Ma pratique repose entièrement sur l'efficacité clinique démontrée plutôt que les considérations économiques. Le coût reste malheureusement un frein majeur pour certains patients.,0
eb17311605061e6c,GP,8,Monthly,0.55,No,Je base toutes mes décisions sur les données de vie réelle importantes pour ma pratique quotidienne. J'adapte mes prescriptions en fonction du contexte socio-économique. La compliance est souvent problématique avec les schémas complexes.,0
bb21e4ac82c7e8b1,Endocrino,11,Monthly,0.48,No,Ma pratique repose entièrement sur les traitements validés avec données solides et robustes disponibles. Je prends systématiquement le temps d'expliquer le traitement en détail.,0
76bd04cdbc2adad1,Endocrino,9,Monthly,0.23,Yes,Je prescris en fonction de les guidelines internationales récentes en matière de prescription. Je privilégie les génériques quand c'est médicalement approprié.,0
264fac46417ea831,GP,7,Rare,0.37,No,Mon expérience clinique montre que la balance efficacité-tolérance dans chaque décision thérapeutique. Je participe très régulièrement à des formations continues obligatoires.,0
3c88967d9e95f1f3,Endocrino,12,Weekly,0.48,No,Les patients âgés nécessitent une attention particulière accrue.,0
21aa3f2f15abbdf5,GP,12,Daily,0.31,Yes,L'observance thérapeutique reste un défi majeur quotidien que je constate.,0
34bd31e6df32aae0,Endocrino,9,Weekly,0.31,No,,1
8937d704e19f0e85,GP,10,Weekly,0.7,Yes,Dans mon exercice les interactions médicamenteuses potentielles à surveiller toujours.,0
ba8447eb8992c648,GP,6,Monthly,0.87,No,Je prescris en fonction de les interactions médicamenteuses potentielles à surveiller toujours. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
69572bdfc305546b,GP,8,Monthly,0.53,No,Je valorise particulièrement le profil individuel spécifique de chaque patient avant tout.,0
d9b80e9e54aa62d1,Pulmono,9,Weekly,0.67,No,Mon expérience clinique montre que les traitements validés avec données solides et robustes disponibles. Les patients demandent de plus en plus souvent des alternatives moins chères.,0
342da8cdf1f23ee3,GP,10,Weekly,0.56,No,Je valorise particulièrement les recommandations officielles de la HAS mises à jour systématiquement.,0
d9b3711365ccca9f,GP,5,Monthly,0.31,No,Je prescris en fonction de la simplicité du schéma thérapeutique pour améliorer l'observance. Je prends systématiquement le temps d'expliquer le traitement en détail.,0
e2a5cc5713e57696,GP,13,Weekly,0.38,No,Je valorise particulièrement le rapport bénéfice-risque qui doit impérativement rester favorable. La coordination avec la médecine de ville est essentielle.,0
1f88e53e643cd175,GP,7,Weekly,0.34,Yes,Je base toutes mes décisions sur les retours d'expérience de mes patients au fil du temps. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
5f79a47a019da2d3,Pulmono,14,Weekly,0.61,Yes,Le coût reste malheureusement un frein majeur pour certains patients.,0
484647591d743615,Cardio,10,Weekly,0.47,No,Je tiens particulièrement compte de l'efficacité clinique démontrée plutôt que les considérations économiques. Les patients âgés nécessitent une attention particulière accrue.,0
5037958992967f80,Onco,6,Rare,0.61,No,J'accorde une grande importance à le profil individuel spécifique de chaque patient avant tout.,0
4624bff57f728c8b,GP,10,Weekly,0.77,No,Pour ma pratique quotidienne le rapport bénéfice-risque qui doit impérativement rester favorable.,0
a9a8e6ca44c6e972,GP,5,Monthly,0.3,No,Mon expérience clinique montre que les facteurs de risque spécifiques à chaque patient. Les risques d'interactions augmentent avec les polymédications.,0
710b67f917752d7d,Endocrino,6,Weekly,0.65,No,Mon raisonnement clinique privilégie les données de vie réelle importantes pour ma pratique quotidienne. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
ab99490ee6a6be59,Endocrino,13,Daily,0.43,No,Je privilégie toujours les interactions médicamenteuses potentielles à surveiller toujours. L'impact sur la qualité de vie globale compte énormément.,0
34589777719dfdac,GP,9,Daily,0.88,No,Dans mon exercice le rapport bénéfice-risque qui doit impérativement rester favorable. Je suis très attentif aux retours d'expérience de mes patients.,0
1dbd22500e64bcf4,Cardio,11,Weekly,0.42,No,J'intègre systématiquement les données de vie réelle importantes pour ma pratique quotidienne.,0
5fce74a5102651f8,Pulmono,15,Daily,0.63,Yes,Mon approche privilégie clairement la balance efficacité-tolérance dans chaque décision thérapeutique.,0
2db4318dcfca8bcb,GP,9,Weekly,0.52,No,,1
051c171b41f88be5,Endocrino,15,Weekly,0.83,Yes,Je prescris en fonction de l'efficacité clinique démontrée plutôt que les considérations économiques.,0
1d9261e6c8bdafb3,GP,12,Monthly,0.69,No,Je tiens particulièrement compte de les données de vie réelle importantes pour ma pratique quotidienne.,0
bb60677b592556c9,Onco,11,Weekly,0.5,Yes,Je base toutes mes décisions sur les comorbidités multiples qui influencent fortement mes choix thérapeutiques. Je suis très attentif aux retours d'expérience de mes patients. Je participe très régulièrement à des formations continues obligatoires.,0
edb9cd6e342c20f4,Cardio,15,Daily,0.44,No,Je prescris en fonction de les traitements validés avec données solides et robustes disponibles.,0
ebef5a8d81aeb91f,GP,7,Monthly,0.5,No,Je me concentre essentiellement sur l'éducation thérapeutique approfondie du patient car c'est fondamental.,0
77f6ad4e3f2d52d4,Cardio,15,Weekly,0.55,No,Je participe très régulièrement à des formations continues obligatoires.,0
bb659d34fa80e02c,Onco,13,Rare,0.25,No,Je tiens particulièrement compte de l'efficacité clinique démontrée plutôt que les considérations économiques. Je prends systématiquement le temps d'expliquer le traitement en détail. L'impact sur la qualité de vie globale compte énormément.,0
e8232a52fb67da18,Endocrino,9,Rare,0.17,Yes,Je me concentre essentiellement sur les retours d'expérience de mes patients au fil du temps. J'adapte mes prescriptions en fonction du contexte socio-économique. Les patients âgés nécessitent une attention particulière accrue.,0
9ba2114d1f9d6cb5,GP,11,Monthly,0.67,No,Pour ma pratique quotidienne la tolérance du traitement autant que son efficacité thérapeutique. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
7a1d99f57af3b9d1,Cardio,11,Monthly,0.59,No,Je prescris en fonction de l'éducation thérapeutique approfondie du patient car c'est fondamental. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
912f70477afb99e2,Cardio,7,Daily,0.35,No,Je prescris en fonction de les facteurs de risque spécifiques à chaque patient. Les risques d'interactions augmentent avec les polymédications.,0
fd002947558a8f04,GP,8,Daily,0.49,No,Mon expérience clinique montre que les données de vie réelle importantes pour ma pratique quotidienne. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
670b93f3c1c957b1,GP,12,Monthly,0.42,No,Je considère d'abord systématiquement la personnalisation optimale du traitement selon chaque cas particulier. Le coût reste malheureusement un frein majeur pour certains patients.,0
821c8bb469ea3111,Cardio,5,Weekly,0.85,No,Je prescris en fonction de les retours d'expérience de mes patients au fil du temps. Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
f8a29c24641c3083,Cardio,5,Weekly,0.44,No,Je valorise particulièrement l'evidence-based medicine comme socle de ma pratique.,0
8e14b613a594098a,GP,8,Monthly,0.22,No,Le coût reste malheureusement un frein majeur pour certains patients.,0
36c5a3a766115e62,Pulmono,15,Monthly,0.73,Yes,Mon approche privilégie clairement les recommandations officielles de la HAS mises à jour systématiquement. Le suivi régulier rapproché permet d'ajuster efficacement le traitement.,0
e6e1bb7b108f993d,Cardio,12,Weekly,0.67,Yes,Je reste particulièrement vigilant quant aux effets indésirables rares.,0
595699adb6eda70b,GP,13,Weekly,0.62,Yes,Je m'appuie principalement sur les guidelines internationales récentes en matière de prescription.,0
d823ca6024f7bd90,GP,10,Daily,0.79,Yes,Les effets secondaires constituent un critère absolument déterminant.,0
577bafc73d9009af,Endocrino,8,Monthly,0.51,No,Je prends systématiquement le temps d'expliquer le traitement en détail.,0
14ab717374d9eafc,Endocrino,9,Weekly,0.24,Yes,Pour ma pratique quotidienne les interactions médicamenteuses potentielles à surveiller toujours. Je privilégie les génériques quand c'est médicalement approprié. Je reste particulièrement vigilant quant aux effets indésirables rares.,0
4df01dc5228f44fe,Endocrino,7,Rare,0.55,No,Dans mon exercice l'efficacité clinique démontrée plutôt que les considérations économiques. Je suis très attentif aux retours d'expérience de mes patients.,0
91c566d287f6f12a,GP,9,Monthly,0.63,No,Je m'appuie principalement sur le rapport bénéfice-risque qui doit impérativement rester favorable. La compliance est souvent problématique avec les schémas complexes. Les patients demandent de plus en plus souvent des alternatives moins chères.,0
00cc40802a804b35,Cardio,7,Daily,0.45,No,L'impact sur la qualité de vie globale compte énormément.,0
ccf3995772830ef0,Onco,5,Weekly,0.35,No,Je participe très régulièrement à des formations continues obligatoires.,0
3323db72d9816905,GP,11,Weekly,0.89,No,"Les recommandations évoluent constamment, il faut rester très informé.",0
cea7948fb24d5dcb,GP,12,Rare,0.65,Yes,Je considère d'abord systématiquement les traitements validés avec données solides et robustes disponibles.,0
f508437840184719,Pulmono,8,Weekly,0.64,Yes,Mon expérience clinique montre que les facteurs de risque spécifiques à chaque patient. Le coût reste malheureusement un frein majeur pour certains patients.,0
1dc72d20e27e2978,GP,13,Monthly,0.32,Yes,Mon expérience clinique montre que les contre-indications absolues que je vérifie systématiquement. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
0b13dc63b4f051d2,GP,13,Weekly,0.74,No,"Pour ma pratique quotidienne les facteurs de risque spécifiques à chaque patient. Les recommandations évoluent constamment, il faut rester très informé.",0
dede16d0e3b222f3,GP,9,Weekly,0.22,No,Je considère d'abord systématiquement les comorbidités multiples qui influencent fortement mes choix thérapeutiques. Les risques d'interactions augmentent avec les polymédications.,0
e79b25814b67b3e9,GP,10,Rare,0.54,No,Je suis très attentif à les guidelines internationales récentes en matière de prescription. Les nouvelles thérapies doivent impérativement démontrer leur vraie valeur ajoutée.,0
6a60bee25c3f8c64,Cardio,7,Daily,0.48,Yes,Je prends systématiquement le temps d'expliquer le traitement en détail.,0
34a6b5556675013e,GP,12,Monthly,0.42,No,Je base toutes mes décisions sur les comorbidités multiples qui influencent fortement mes choix thérapeutiques.,0
f7946ae32143d307,Pulmono,10,Daily,0.54,No,Dans mon exercice la balance efficacité-tolérance dans chaque décision thérapeutique. Je collabore étroitement avec d'autres spécialistes si nécessaire.,0
ba67948a604068dd,Cardio,9,Monthly,0.39,No,Mon expérience clinique montre que les données de vie réelle importantes pour ma pratique quotidienne.,0
6ebad534c7115bf3,Cardio,12,Monthly,0.32,No,Je base toutes mes décisions sur l'éducation thérapeutique approfondie du patient car c'est fondamental. Je participe très régulièrement à des formations continues obligatoires.,0
022db4f2a004e266,GP,7,Monthly,0.66,No,La coordination avec la médecine de ville est essentielle.,0
65bd1cfc0de2c8c0,Endocrino,9,Weekly,0.14,No,Je suis très attentif à la balance efficacité-tolérance dans chaque décision thérapeutique. J'adapte mes prescriptions en fonction du contexte socio-économique.,0
7cfbcd5fc9c52ff8,Cardio,16,Daily,0.05,Yes,Mon approche privilégie clairement les retours d'expérience de mes patients au fil du temps. Les patients sont souvent peu observants malheureusement dans ma pratique.,0
adc51db8c70bda53,Pulmono,13,Weekly,0.52,No,Je me concentre essentiellement sur l'expérience clinique accumulée au fil de nombreuses années. L'impact sur la qualité de vie globale compte énormément.,0
366a71a98646d9bd,Pulmono,8,Weekly,0.5,No,Je considère d'abord systématiquement l'efficacité clinique démontrée plutôt que les considérations économiques. Je privilégie les génériques quand c'est médicalement approprié.,0
99bc91cb663f5360,Endocrino,13,Monthly,0.61,No,Dans mon exercice les recommandations officielles de la HAS mises à jour systématiquement.,0
9ad6bb94ea09067c,Cardio,8,Weekly,0.26,No,"Ma priorité reste avant tout les interactions médicamenteuses potentielles à surveiller toujours. Les recommandations évoluent constamment, il faut rester très informé.",0
5b27ec276df802c3,Pulmono,11,Daily,0.67,No,Pour ma pratique quotidienne les données de vie réelle importantes pour ma pratique quotidienne.,0
f334a3aaef5765ef,Cardio,12,Monthly,0.63,No,L'impact sur la qualité de vie globale compte énormément.,0
065999867d71084c,GP,9,Monthly,0.76,Yes,Mon raisonnement clinique privilégie les guidelines internationales récentes en matière de prescription. La coordination avec la médecine de ville est essentielle.,0
34e14f011de27b61,GP,18,Rare,0.3,Yes,Je base toutes mes décisions sur les retours d'expérience de mes patients au fil du temps.,0
e5bcedcd60bd1ed1,Onco,10,Weekly,0.47,No,Pour ma pratique quotidienne les retours d'expérience de mes patients au fil du temps. L'observance thérapeutique reste un défi majeur quotidien que je constate. Le coût reste malheureusement un frein majeur pour certains patients.,0
51e2a7a2362549b4,GP,10,Weekly,0.21,No,J'intègre systématiquement les facteurs de risque spécifiques à chaque patient. Les effets secondaires constituent un critère absolument déterminant.,0
91b2441d5919c964,Pulmono,15,Weekly,0.55,No,,1
c7aad24d52409839,GP,11,Weekly,0.44,Yes,Je prends systématiquement le temps d'expliquer le traitement en détail.,0
7e7e0beea6391a51,Cardio,10,Weekly,0.27,Yes,Mon raisonnement clinique privilégie le profil individuel spécifique de chaque patient avant tout. La coordination avec la médecine de ville est essentielle.,0
b8a59a4d111f2ff0,Endocrino,4,Rare,0.26,No,Je base toutes mes décisions sur les comorbidités multiples qui influencent fortement mes choix thérapeutiques. Je privilégie les génériques quand c'est médicalement approprié.,0
2b56ab3d71604b21,GP,9,Daily,0.44,No,L'essentiel pour moi reste les traitements validés avec données solides et robustes disponibles. Je participe très régulièrement à des formations continues obligatoires.,0
